ReviewID,Churn,Name,Longevity,TypeTravel,RoomType,RewardPoints,Comfort,ReceptionSchedule,FoodDrink,Location,Wifi,Amenities,Staff,OnlineBooking,PriceQuality,RoomSpace,CheckOut,Checkin,Cleanliness,BarService,Average,Age,Gender,label_reviews,label_categoric,final_label
9017,nochurn,Ms. Ashley Thomas,yes,leisure,double,5425,5,5,5,5,5,4,5,4,4,4,4,3,4,5,4.428571428571429,60.0,F,2,1,21
9018,churn,Ms. April Moran,yes,business,single,4517,1,2,2,2,4,3,3,1,1,2,1,4,1,4,2.2142857142857144,39.0,F,0,0,00
9019,nochurn,Mr. James Richards,yes,leisure,double,5137,0,2,0,3,4,0,4,4,1,3,4,2,3,4,2.4285714285714284,47.0,M,1,3,13
9020,churn,Mr. Charles Jones,no,business,double,6028,3,2,3,4,4,3,4,4,2,4,4,1,3,4,3.2142857142857144,19.0,M,1,0,10
9021,nochurn,Mr. William Frederick,yes,business,single,6110,3,3,3,3,3,4,5,4,4,4,4,3,4,4,3.642857142857143,56.0,M,2,3,23
9022,churn,Mr. Jeremy Golden,no,business,double,5908,3,0,3,4,4,3,2,4,4,1,5,2,3,4,3.0,22.0,M,1,0,10
9023,nochurn,Mr. John Howard,yes,business,single,5235,5,5,5,5,5,4,5,5,5,2,5,5,5,5,4.714285714285714,32.0,M,2,3,23
9024,nochurn,Ms. Amber Griffin,yes,leisure,double,3274,5,3,5,3,4,5,4,4,2,5,3,4,4,4,3.9285714285714284,41.0,F,2,1,21
9025,nochurn,Ms. Erin Carter,yes,leisure,double,5195,2,2,2,2,2,4,5,4,4,4,4,4,4,3,3.2857142857142856,24.0,F,1,1,11
9026,nochurn,Ms. Jody Garcia,yes,leisure,double,5403,4,5,4,4,4,4,4,4,3,5,5,4,4,4,4.142857142857143,40.0,F,2,1,21
9027,nochurn,Mr. Donald Frye,yes,business,single,6490,4,4,1,4,5,1,2,5,5,4,5,5,5,2,3.7142857142857144,66.0,M,2,3,23
9028,nochurn,Mr. Stephen Johnson,yes,business,single,5324,1,1,3,1,2,3,5,4,4,4,4,3,4,5,3.142857142857143,40.0,M,1,3,13
9029,churn,Ms. Kiara Trujillo,yes,business,single,4915,2,4,5,5,1,3,4,2,2,2,2,3,2,1,2.7142857142857144,34.0,F,0,0,00
9030,nochurn,Ms. Kaitlyn Fleming,yes,business,single,6582,1,1,1,1,4,4,5,4,4,4,4,4,4,5,3.2857142857142856,59.0,F,1,1,11
9031,nochurn,Ms. Alexis Mercer MD,yes,business,single,6723,0,0,0,1,5,4,4,5,5,5,5,3,5,3,3.2142857142857144,50.0,F,1,1,11
9032,churn,Ms. Denise Ray,yes,leisure,double,5532,4,1,4,3,5,4,3,5,5,4,5,3,5,4,3.9285714285714284,56.0,F,2,2,22
9033,churn,Ms. Debra Montgomery,yes,leisure,double,6442,4,3,4,3,4,4,3,5,5,4,5,4,5,2,3.9285714285714284,69.0,F,2,2,22
9034,nochurn,Mr. Brian Adams,yes,leisure,double,5314,4,5,4,2,1,4,1,1,5,5,3,1,1,1,2.7142857142857144,64.0,M,0,3,03
9035,nochurn,Ms. Angelica Mcfarland,yes,leisure,double,6708,4,4,4,4,4,3,4,5,5,5,5,4,5,3,4.214285714285714,49.0,F,2,1,21
9036,nochurn,Ms. Natalie Gamble,yes,leisure,suite,6131,4,4,4,4,5,5,5,5,5,3,5,3,4,5,4.357142857142857,65.0,F,2,1,21
9037,nochurn,Ms. Karen Floyd,yes,business,single,4374,4,4,5,4,4,4,4,5,5,5,5,4,5,4,4.428571428571429,58.0,F,2,1,21
9038,nochurn,Ms. Jillian Romero,yes,business,single,5643,1,1,1,1,5,5,4,5,5,5,5,4,5,4,3.642857142857143,46.0,F,1,1,11
9039,churn,Ms. Ana Smith,no,business,single,5799,2,2,2,5,2,2,2,2,3,3,5,5,5,2,3.0,34.0,F,0,0,00
9040,nochurn,Mr. Luke Hansen,yes,business,single,5865,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4.142857142857143,36.0,M,2,3,23
9041,nochurn,Ms. Christina Hurst,yes,business,single,4580,5,2,5,5,2,4,5,5,5,5,5,5,5,3,4.357142857142857,47.0,F,2,1,21
9042,churn,Mr. John Sanchez,yes,business,double,5561,2,3,3,3,2,2,2,2,4,5,2,3,2,2,2.642857142857143,32.0,M,0,2,02
9043,nochurn,Ms. Katrina Gonzalez,yes,leisure,double,4680,3,3,3,3,2,5,4,2,2,3,2,3,2,4,2.9285714285714284,41.0,F,0,1,01
9044,nochurn,Ms. Misty Jones,yes,leisure,double,4495,1,1,1,1,4,5,5,5,5,5,5,5,5,3,3.642857142857143,32.0,F,1,1,11
9045,churn,Mr. Randall Castillo,yes,leisure,double,5424,3,4,3,3,3,3,3,3,4,3,4,1,3,3,3.0714285714285716,34.0,M,0,2,02
9046,nochurn,Ms. Shannon Davis,yes,business,single,6110,2,2,2,2,2,5,4,5,5,5,5,4,5,4,3.7142857142857144,48.0,F,1,1,11
9047,churn,Ms. Donna Pacheco,yes,business,single,6567,2,1,3,3,2,2,2,2,2,2,2,4,2,2,2.2142857142857144,48.0,F,0,0,00
9048,nochurn,Ms. Danielle Carpenter,yes,business,double,4107,2,3,3,3,2,2,2,2,3,3,3,1,5,2,2.5714285714285716,37.0,F,0,1,01
9049,nochurn,Ms. Kimberly Brooks,no,business,single,3772,4,4,4,1,5,4,5,5,5,5,4,3,4,5,4.142857142857143,49.0,F,2,0,20
9050,churn,Ms. Jessica Oconnell,no,business,double,2986,4,4,4,2,4,5,5,4,5,2,2,5,4,5,3.9285714285714284,36.0,F,2,0,20
9051,nochurn,Ms. Jennifer Johnson,yes,business,double,3808,0,0,0,4,3,0,2,3,1,1,4,2,2,3,1.7857142857142858,33.0,F,0,1,01
9052,churn,Ms. Patricia Solis,yes,business,double,6408,4,1,1,1,5,2,3,4,4,4,4,2,4,1,2.857142857142857,50.0,F,1,0,10
9053,nochurn,Mr. Charles Sanders,yes,business,single,6612,1,1,1,1,3,4,5,4,4,4,4,3,4,3,3.0,54.0,M,1,3,13
9054,churn,Ms. Jillian Sellers,no,business,single,5389,2,2,2,3,5,2,1,5,2,2,3,2,4,5,2.857142857142857,34.0,F,1,0,10
9055,churn,Mr. Manuel Brown,yes,business,double,5113,2,1,1,1,2,2,2,2,4,1,3,3,4,2,2.142857142857143,45.0,M,0,2,02
9056,nochurn,Mr. Jonathan Atkins,yes,business,single,3919,2,2,2,2,4,4,4,4,3,3,3,3,2,4,3.0,34.0,M,1,3,13
9057,nochurn,Ms. Virginia Rodriguez,yes,business,double,3994,5,4,1,4,5,5,5,5,1,4,4,5,3,5,4.0,30.0,F,2,1,21
9058,churn,Ms. Mckenzie Marsh,yes,leisure,suite,5659,4,4,4,5,5,3,5,4,4,4,4,3,4,3,4.0,66.0,F,2,2,22
9059,churn,Ms. Rhonda Campbell,yes,leisure,double,4818,3,5,3,4,5,3,5,5,4,4,4,5,5,5,4.285714285714286,19.0,F,2,2,22
9060,churn,Ms. Joy Armstrong,yes,business,suite,5257,3,3,3,3,3,1,3,3,3,3,3,2,3,4,2.857142857142857,66.0,F,0,0,00
9061,churn,Mr. Anthony Thomas,yes,leisure,double,4849,1,1,1,3,1,1,1,1,4,5,3,1,3,1,1.9285714285714286,20.0,M,0,2,02
9062,nochurn,Mr. Christopher Martinez,yes,business,double,5541,5,5,5,5,5,5,5,5,4,1,3,2,3,5,4.142857142857143,34.0,M,2,3,23
9063,churn,Mr. Joseph Bass,no,business,single,5163,2,2,2,3,4,2,4,4,3,4,4,1,3,4,3.0,57.0,M,1,0,10
9064,nochurn,Ms. Sheri Wilkinson,yes,leisure,suite,6335,2,2,2,2,3,3,3,3,1,2,4,2,1,3,2.357142857142857,50.0,F,0,1,01
9065,nochurn,Ms. Janet Sampson,yes,leisure,double,6651,4,1,4,3,3,3,3,3,3,4,1,2,3,2,2.7857142857142856,43.0,F,0,1,01
9066,churn,Mr. Jeffrey Lamb,yes,leisure,double,4274,2,5,2,2,5,2,5,5,3,5,4,3,5,5,3.7857142857142856,42.0,M,1,2,12
9067,churn,Mr. Joseph Jackson,yes,business,single,6310,1,4,5,5,2,4,3,1,1,2,1,4,1,4,2.7142857142857144,51.0,M,0,2,02
9068,nochurn,Ms. Jennifer Robinson,yes,business,single,6888,0,4,0,5,2,5,5,1,1,1,1,4,1,3,2.357142857142857,60.0,F,0,1,01
9069,churn,Ms. Melissa Gregory DDS,no,business,single,5447,3,0,3,5,4,3,4,4,3,3,5,4,4,4,3.5,26.0,F,1,0,10
9070,nochurn,Ms. Renee Perkins,yes,business,single,4557,2,2,2,2,4,4,4,4,5,3,3,4,5,4,3.4285714285714284,31.0,F,1,1,11
9071,nochurn,Ms. Jennifer Romero,yes,leisure,double,6646,3,3,3,3,3,5,5,4,4,4,4,3,4,5,3.7857142857142856,62.0,F,2,1,21
9072,churn,Ms. Yolanda Macdonald,yes,business,single,5141,1,5,5,5,3,4,4,1,1,1,1,2,1,2,2.5714285714285716,42.0,F,0,0,00
9073,churn,Ms. Olivia Golden,yes,leisure,double,5465,3,5,4,1,5,3,4,2,2,4,1,3,2,5,3.142857142857143,48.0,F,2,2,22
9074,churn,Mr. John Smith,yes,business,single,3989,1,3,3,3,3,3,4,1,1,1,1,1,1,3,2.0714285714285716,49.0,M,0,2,02
9075,churn,Mr. Anthony Powell,no,business,single,4964,3,3,3,1,5,3,5,5,3,2,5,4,5,5,3.7142857142857144,46.0,M,1,0,10
9076,churn,Ms. Jamie Sanchez,no,business,double,4297,2,2,2,3,5,2,5,5,2,1,4,2,2,5,3.0,31.0,F,1,0,10
9077,churn,Ms. Erika Horton,yes,business,suite,4877,4,3,2,3,4,4,3,4,2,4,4,1,4,4,3.2857142857142856,18.0,F,2,0,20
9078,nochurn,Mr. George Stewart,yes,business,double,5335,5,5,5,5,5,5,5,5,5,2,4,5,4,5,4.642857142857143,52.0,M,2,3,23
9079,churn,Mr. Jonathan Jackson,yes,business,double,5981,2,5,5,5,2,2,2,2,1,3,3,1,4,2,2.7857142857142856,69.0,M,0,2,02
9080,churn,Ms. Sabrina Sherman,no,business,double,5363,4,2,4,4,5,4,5,5,4,4,4,4,4,5,4.142857142857143,23.0,F,2,0,20
9081,churn,Mr. James Campbell,no,business,double,5088,2,1,1,3,5,1,5,5,1,5,3,2,3,5,3.0,19.0,M,1,0,10
9082,nochurn,Ms. Catherine Day,yes,business,single,5068,5,5,5,5,3,5,4,4,4,4,4,5,4,5,4.428571428571429,47.0,F,2,1,21
9083,churn,Ms. Christina Johnson,yes,business,double,6333,3,2,2,2,4,3,2,3,3,3,3,3,3,2,2.7142857142857144,52.0,F,0,0,00
9084,nochurn,Mr. Eduardo Griffin,yes,business,single,3494,4,4,4,4,2,4,5,4,4,4,4,4,4,4,3.9285714285714284,50.0,M,2,3,23
9085,nochurn,Mr. Bruce Campbell DVM,yes,business,single,5372,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4.142857142857143,46.0,M,2,3,23
9086,nochurn,Ms. Heather Santiago,yes,business,single,5150,4,4,4,4,4,5,5,3,3,3,3,5,3,4,3.857142857142857,42.0,F,2,1,21
9087,nochurn,Ms. Debra Castaneda,yes,leisure,double,4827,4,5,5,2,5,5,5,5,3,3,5,5,5,5,4.428571428571429,40.0,F,2,1,21
9088,churn,Ms. Heather Rose,yes,business,double,4090,1,2,2,2,1,1,1,1,2,2,3,2,3,1,1.7142857142857142,41.0,F,0,0,00
9089,nochurn,Mr. John Zavala,yes,business,single,4884,1,1,2,1,5,5,5,5,4,5,4,5,4,5,3.7142857142857144,27.0,M,1,3,13
9090,nochurn,Mr. Randall Ortiz,yes,business,single,6572,2,2,2,2,3,4,5,4,4,4,4,4,4,3,3.357142857142857,57.0,M,1,3,13
9091,nochurn,Ms. Kelly Delacruz,yes,business,single,4828,5,5,5,5,1,2,1,4,4,4,4,3,4,3,3.5714285714285716,40.0,F,2,1,21
9092,churn,Mr. Bradley Sweeney,yes,leisure,double,4543,3,4,3,1,1,3,1,1,5,4,5,3,4,1,2.7857142857142856,48.0,M,0,2,02
9093,nochurn,Mr. Herbert Hall,yes,business,double,5086,5,3,3,3,5,5,5,5,5,2,2,5,1,5,3.857142857142857,21.0,M,2,3,23
9094,nochurn,Ms. Heidi Smith,yes,business,single,5048,5,5,5,5,2,4,5,5,5,5,5,4,5,3,4.5,54.0,F,2,1,21
9095,nochurn,Mr. John Alvarado,no,business,double,5750,5,0,5,4,1,5,1,1,4,1,3,1,5,1,2.642857142857143,78.0,M,0,3,03
9096,churn,Ms. Ashley Graves,yes,business,single,6099,1,2,2,2,3,4,3,1,1,1,1,4,1,4,2.142857142857143,43.0,F,0,0,00
9097,nochurn,Ms. Barbara Daniel,yes,leisure,double,4405,5,2,1,2,2,1,2,2,2,1,2,2,2,2,2.0,16.0,F,0,1,01
9098,nochurn,Mr. Mr. William Gutierrez,yes,business,single,2195,5,5,5,5,4,4,3,4,3,5,5,2,1,4,3.9285714285714284,32.0,M,2,3,23
9099,churn,Ms. Taylor Adams,no,business,suite,4595,2,2,2,4,2,5,5,2,2,3,3,5,1,5,3.0714285714285716,19.0,F,1,0,10
9100,churn,Ms. Jessica Ford,yes,business,single,5479,2,5,4,5,5,2,1,2,2,2,2,3,2,1,2.7142857142857144,44.0,F,0,0,00
9101,churn,Ms. Alexis Nguyen,yes,leisure,single,6123,4,5,4,4,5,5,5,5,5,4,5,4,5,5,4.642857142857143,71.0,F,2,2,22
9102,nochurn,Ms. Jennifer Clark,no,business,single,3707,4,4,4,3,4,4,4,4,3,5,4,3,4,4,3.857142857142857,51.0,F,2,0,20
9103,nochurn,Mr. Brian Nelson,yes,business,single,6584,4,4,4,4,4,5,5,4,4,4,4,4,4,3,4.071428571428571,40.0,M,2,3,23
9104,churn,Mr. John Morris,yes,leisure,double,5129,3,5,2,1,3,2,3,3,4,4,5,5,4,3,3.357142857142857,39.0,M,1,2,12
9105,churn,Mr. Paul Ramirez,yes,leisure,single,5874,3,3,4,4,3,4,3,3,2,3,3,4,3,3,3.2142857142857144,42.0,M,0,2,02
9106,nochurn,Ms. Erika Mills,yes,business,single,5460,1,1,1,1,3,4,5,2,2,2,2,4,2,3,2.357142857142857,58.0,F,1,1,11
9107,nochurn,Ms. Angela Green,yes,leisure,double,6908,1,1,1,1,5,5,5,4,3,5,5,5,3,5,3.5,71.0,F,1,1,11
9108,nochurn,Ms. Anita Parks,yes,leisure,single,6626,2,2,2,2,5,4,4,3,3,4,3,4,3,3,3.142857142857143,35.0,F,1,1,11
9109,nochurn,Mr. William Holmes,yes,business,single,6720,3,3,4,3,5,5,5,5,5,5,5,3,5,5,4.357142857142857,45.0,M,2,3,23
9110,churn,Ms. Melissa Nicholson DDS,no,business,single,4231,1,2,2,3,2,2,3,2,5,4,5,5,4,2,3.0,36.0,F,0,0,00
9111,churn,Ms. Laura Mathews,no,business,double,4618,3,4,4,3,5,4,4,5,2,4,1,3,1,5,3.4285714285714284,26.0,F,2,0,20
9112,nochurn,Mr. Christopher Scott,yes,business,double,5317,5,4,3,3,5,5,5,5,4,2,3,5,2,5,4.0,41.0,M,2,3,23
9113,nochurn,Mr. Zachary Walton,yes,leisure,double,4797,5,4,5,1,5,5,5,5,3,5,5,4,5,5,4.428571428571429,20.0,M,2,3,23
9114,churn,Mr. Joe Lynch,yes,business,single,5497,3,2,2,2,5,4,4,3,3,3,3,3,3,3,3.0714285714285716,54.0,M,1,2,12
9115,churn,Ms. Jessica Dixon,no,business,double,3410,2,2,2,1,2,3,3,4,2,2,2,3,3,3,2.4285714285714284,73.0,F,0,0,00
9116,nochurn,Mr. Todd Kerr,yes,business,single,6922,5,5,4,5,4,4,5,4,4,4,4,4,4,5,4.357142857142857,50.0,M,2,3,23
9117,churn,Mr. Paul Robbins,yes,business,suite,4727,1,5,5,5,1,1,1,1,2,4,2,4,1,1,2.4285714285714284,45.0,M,0,2,02
9118,churn,Mr. Geoffrey Hodge,no,business,double,4876,2,5,3,3,5,3,5,5,2,2,3,2,5,5,3.5714285714285716,25.0,M,2,0,20
9119,churn,Ms. Nancy Wheeler,yes,business,double,6906,4,5,5,5,1,4,4,4,4,4,4,4,4,3,3.9285714285714284,61.0,F,2,0,20
9120,nochurn,Mr. Charles Johnson,yes,business,single,4137,3,3,3,3,3,4,4,4,4,4,4,3,4,4,3.5714285714285716,51.0,M,2,3,23
9121,nochurn,Mr. David Nelson,yes,leisure,double,5773,5,4,5,4,5,5,5,5,3,5,1,4,3,5,4.214285714285714,33.0,M,2,3,23
9122,churn,Mr. Richard Johnson,yes,business,single,6903,1,5,5,5,4,3,3,3,3,3,1,2,3,3,3.142857142857143,37.0,M,0,2,02
9123,nochurn,Ms. Isabella Anderson,yes,leisure,double,4807,0,4,0,1,2,0,2,2,5,3,5,3,5,2,2.4285714285714284,33.0,F,0,1,01
9124,nochurn,Mr. Douglas Green,yes,business,single,4445,0,0,0,1,3,4,4,4,4,4,4,3,4,5,2.857142857142857,40.0,M,1,3,13
9125,nochurn,Mr. Scott Watson,yes,business,double,5504,2,5,5,5,2,2,2,2,3,3,1,1,1,2,2.5714285714285716,61.0,M,0,3,03
9126,churn,Ms. Kelsey Jones,yes,business,single,4653,2,3,3,3,2,2,2,2,4,2,2,4,3,2,2.5714285714285716,22.0,F,0,0,00
9127,nochurn,Mr. Mark Johnson,yes,business,single,3753,1,1,1,1,5,4,5,3,3,4,3,3,3,3,2.857142857142857,57.0,M,1,3,13
9128,churn,Ms. Laura Alexander,no,business,double,4577,2,2,2,1,4,2,4,4,3,2,5,4,3,4,3.0,26.0,F,1,0,10
9129,nochurn,Mr. Mark Thomas,yes,business,single,4532,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3.9285714285714284,53.0,M,2,3,23
9130,churn,Ms. Julia Chung,yes,business,single,4198,4,3,3,3,5,3,3,4,4,4,4,3,4,4,3.642857142857143,42.0,F,2,0,20
9131,nochurn,Ms. Alyssa Johnson,yes,leisure,double,6614,4,4,4,3,3,5,5,5,5,4,5,3,5,5,4.285714285714286,55.0,F,2,1,21
9132,nochurn,Mr. Tyler Brown MD,yes,business,single,4272,4,4,4,4,2,5,4,4,4,4,4,5,4,3,3.9285714285714284,58.0,M,2,3,23
9133,nochurn,Mr. Jack Bennett,yes,business,single,6068,2,2,2,2,3,5,4,4,4,4,4,4,4,3,3.357142857142857,52.0,M,1,3,13
9134,nochurn,Ms. Cheryl Meyer,yes,leisure,double,6673,4,4,4,4,2,4,5,5,5,4,5,3,5,5,4.214285714285714,43.0,F,2,1,21
9135,churn,Ms. Catherine Cummings,no,business,double,5069,2,2,2,1,1,2,1,1,1,1,2,2,5,1,1.7142857142857142,44.0,F,0,0,00
9136,nochurn,Ms. Haley Harper,yes,leisure,double,4608,5,2,2,2,5,5,5,5,4,5,3,5,2,5,3.9285714285714284,42.0,F,1,1,11
9137,churn,Mr. Ronald Clark,yes,leisure,double,4621,4,4,5,4,4,5,4,4,5,2,5,5,4,4,4.214285714285714,24.0,M,2,2,22
9138,nochurn,Mr. Ryan Oliver,no,business,single,5464,0,2,0,3,2,2,2,2,4,3,4,3,4,2,2.357142857142857,24.0,M,0,3,03
9139,nochurn,Ms. Tracy Jones,yes,leisure,double,3035,2,2,2,2,3,4,2,3,3,4,3,1,3,5,2.7857142857142856,19.0,F,1,1,11
9140,churn,Ms. Kelly Flores,yes,business,single,4128,1,3,3,3,3,3,3,1,1,2,1,2,1,2,2.0714285714285716,54.0,F,0,0,00
9141,nochurn,Ms. Jennifer Smith,yes,business,single,5347,4,4,2,4,4,4,4,4,4,5,4,3,4,3,3.7857142857142856,41.0,F,2,1,21
9142,nochurn,Ms. Jamie Henderson,yes,leisure,single,4462,5,5,5,5,3,5,1,4,4,4,4,2,4,4,3.9285714285714284,38.0,F,2,1,21
9143,nochurn,Ms. Felicia Gardner,yes,business,single,4349,5,5,5,5,2,5,5,4,4,4,4,3,4,3,4.142857142857143,53.0,F,2,1,21
9144,nochurn,Ms. Kathleen Hodges,yes,business,single,4575,2,2,2,2,3,4,5,4,4,4,4,5,4,5,3.5714285714285716,35.0,F,1,1,11
9145,nochurn,Ms. Michelle Weaver,yes,business,single,4276,0,5,0,1,5,5,5,5,5,5,5,3,5,5,3.857142857142857,40.0,F,1,1,11
9146,nochurn,Ms. Shelby Huffman,yes,business,single,6173,1,1,2,1,5,5,4,4,4,4,4,3,4,4,3.2857142857142856,60.0,F,1,1,11
9147,churn,Mr. Robert Le,yes,business,single,4401,2,2,2,2,1,2,2,2,2,2,2,4,2,1,2.0,45.0,M,0,2,02
9148,churn,Mr. Mark Ferrell,no,business,double,5892,3,5,3,2,1,3,1,1,4,3,5,3,1,1,2.5714285714285716,38.0,M,0,0,00
9149,nochurn,Ms. Tammy Jacobson,yes,leisure,single,6080,2,2,4,2,4,4,4,4,5,2,5,3,4,4,3.5,66.0,F,1,1,11
9150,nochurn,Ms. Melissa Morgan,yes,business,single,3130,5,5,5,5,4,4,4,4,4,4,4,5,4,5,4.428571428571429,48.0,F,2,1,21
9151,nochurn,Ms. Melissa Howard,yes,leisure,double,6009,3,3,3,3,2,5,4,3,3,3,3,5,3,3,3.2857142857142856,18.0,F,2,1,21
9152,churn,Mr. Christopher Curtis,yes,business,double,5673,1,4,5,4,1,1,1,1,1,1,2,2,3,1,2.0,36.0,M,0,2,02
9153,churn,Ms. Wendy Bartlett,yes,business,single,6484,4,5,5,5,1,4,4,4,4,4,4,3,4,3,3.857142857142857,42.0,F,2,0,20
9154,churn,Mr. Mark Phelps MD,yes,leisure,double,5243,3,4,3,4,3,3,3,3,5,3,4,4,5,3,3.5714285714285716,36.0,M,2,2,22
9155,churn,Mr. Benjamin Sims,yes,leisure,double,4201,1,5,1,2,3,1,3,3,4,4,4,3,4,3,2.9285714285714284,61.0,M,0,2,02
9156,nochurn,Mr. Adam Lyons,yes,business,single,6622,0,0,0,4,3,4,4,4,4,4,4,3,4,3,2.9285714285714284,51.0,M,1,3,13
9157,nochurn,Ms. Amy Morgan,yes,business,single,6741,1,1,2,1,2,5,5,5,5,5,5,5,5,5,3.7142857142857144,45.0,F,1,1,11
9158,nochurn,Ms. Marie Garcia,yes,leisure,double,3490,1,1,1,1,2,5,4,2,2,2,2,3,2,5,2.357142857142857,21.0,F,1,1,11
9159,nochurn,Ms. Donna Mejia,yes,business,single,5077,3,3,3,3,3,5,5,5,5,5,5,3,5,5,4.142857142857143,54.0,F,2,1,21
9160,churn,Ms. Christina Huff,yes,business,double,5283,1,1,1,1,1,1,1,1,1,5,3,4,3,1,1.7857142857142858,34.0,F,0,0,00
9161,nochurn,Ms. Brandi White,yes,business,single,4179,3,3,3,3,3,4,4,5,5,5,5,4,5,3,3.9285714285714284,46.0,F,2,1,21
9162,churn,Ms. Rebekah Williams,yes,business,single,4074,1,5,5,5,5,3,2,1,1,1,1,1,1,2,2.4285714285714284,45.0,F,0,0,00
9163,nochurn,Ms. Shannon Alexander,yes,leisure,double,5023,2,2,3,2,4,4,4,4,3,1,4,4,3,4,3.142857142857143,17.0,F,1,1,11
9164,nochurn,Ms. Laura Rich,yes,business,single,6510,1,1,4,1,5,5,4,4,4,4,4,5,4,4,3.5714285714285716,34.0,F,1,1,11
9165,nochurn,Ms. Jennifer Rivera,yes,leisure,double,5016,2,2,2,2,4,1,5,4,4,5,4,5,4,3,3.357142857142857,31.0,F,1,1,11
9166,churn,Ms. Kathryn Frederick,yes,business,double,4717,2,5,5,5,1,2,3,2,2,2,2,1,2,2,2.5714285714285716,44.0,F,0,0,00
9167,churn,Ms. Nichole Barr,yes,leisure,double,4760,4,4,4,3,1,4,3,1,4,3,3,4,4,1,3.0714285714285716,36.0,F,0,2,02
9168,nochurn,Mr. Gary Patton,yes,business,double,4679,3,5,5,5,3,4,3,3,1,5,3,4,2,3,3.5,39.0,M,2,3,23
9169,nochurn,Ms. Margaret Tucker,yes,leisure,double,5719,5,0,5,1,2,4,5,4,4,5,4,5,4,4,3.7142857142857144,68.0,F,2,1,21
9170,nochurn,Ms. Hannah Gray,yes,business,double,4912,0,5,0,3,3,0,5,3,1,4,5,2,1,3,2.5,26.0,F,0,1,01
9171,nochurn,Mr. Brian Chung,yes,business,single,5049,4,4,4,4,4,4,1,5,5,5,5,2,5,2,3.857142857142857,49.0,M,2,3,23
9172,churn,Ms. Abigail Kennedy,yes,business,suite,5932,3,3,2,3,3,3,3,3,4,1,4,3,4,3,3.0,31.0,F,0,0,00
9173,churn,Mr. James Fisher,yes,leisure,double,5968,3,4,3,2,5,3,5,5,4,5,4,3,5,5,4.0,24.0,M,2,2,22
9174,nochurn,Mr. Karl Mcdonald,yes,business,single,5486,1,1,1,1,1,4,1,5,5,5,5,4,5,4,3.0714285714285716,47.0,M,1,3,13
9175,churn,Ms. Mrs. Marie Pratt DVM,yes,business,suite,6437,1,2,2,2,4,3,4,1,1,1,1,1,1,2,1.8571428571428572,46.0,F,0,0,00
9176,nochurn,Mr. Jose Welch,yes,business,single,3353,1,1,1,1,3,4,5,5,5,5,5,3,5,3,3.357142857142857,54.0,M,1,3,13
9177,churn,Ms. Rebecca Johnston,yes,business,double,6211,4,3,3,3,5,2,2,4,4,4,4,2,4,1,3.2142857142857144,52.0,F,0,0,00
9178,churn,Ms. Lisa Hubbard,yes,business,single,2415,5,4,4,4,5,4,5,5,4,3,3,1,4,5,4.0,29.0,F,2,0,20
9179,churn,Mr. Joseph Simpson,yes,leisure,double,4710,4,5,4,1,3,4,3,3,5,2,5,4,4,3,3.5714285714285716,26.0,M,2,2,22
9180,nochurn,Ms. Karen Contreras,yes,business,single,5280,2,2,2,2,5,5,4,5,5,5,5,4,5,5,4.0,48.0,F,1,1,11
9181,churn,Mr. Gabriel Petty,yes,leisure,single,5334,3,3,4,2,2,4,2,2,1,1,3,5,4,2,2.7142857142857144,39.0,M,0,2,02
9182,nochurn,Ms. Rachel Adams,no,business,single,5552,4,4,4,3,4,4,4,4,3,2,5,5,5,4,3.9285714285714284,43.0,F,2,0,20
9183,nochurn,Mr. John Russell,yes,business,single,3645,4,4,4,4,2,4,4,3,3,3,3,5,3,5,3.642857142857143,45.0,M,2,3,23
9184,nochurn,Mr. Kenneth Daniel,yes,business,single,3681,2,2,2,2,1,3,3,4,4,4,4,4,4,2,2.9285714285714284,51.0,M,0,3,03
9185,nochurn,Ms. Laura Williams,yes,business,single,6414,5,5,5,5,2,5,5,5,5,5,5,3,5,5,4.642857142857143,42.0,F,2,1,21
9186,nochurn,Ms. Lindsey Benitez,no,business,single,5935,5,0,5,1,5,5,5,5,5,2,5,5,4,5,4.071428571428571,22.0,F,2,0,20
9187,nochurn,Mr. Steve Griffin,yes,business,single,4750,3,3,3,3,5,4,4,2,2,3,2,4,2,4,3.142857142857143,41.0,M,0,3,03
9188,nochurn,Ms. Paula Roberts,yes,business,single,5355,3,3,4,3,3,3,2,2,2,2,2,1,2,3,2.5,47.0,F,0,1,01
9189,churn,Mr. Jason Michael,yes,leisure,double,5424,2,5,2,4,3,2,1,3,4,5,5,4,4,3,3.357142857142857,24.0,M,0,2,02
9190,nochurn,Ms. Heather Knapp,no,business,double,5615,4,0,4,1,5,4,5,5,5,2,3,2,1,5,3.2857142857142856,24.0,F,1,0,10
9191,nochurn,Mr. Kenneth Malone,yes,business,single,4388,1,1,4,1,3,4,3,3,5,4,5,5,5,3,3.357142857142857,30.0,M,1,3,13
9192,nochurn,Ms. Kimberly Taylor,yes,leisure,double,5976,3,3,3,3,2,4,1,2,2,3,2,2,2,2,2.4285714285714284,58.0,F,0,1,01
9193,nochurn,Ms. Meghan Lawrence,yes,business,single,3361,2,2,2,2,2,5,5,4,4,4,4,5,4,5,3.5714285714285716,61.0,F,1,1,11
